project_id,state,constituency_type,project_category,estimated_cost,sanctioned_amount,expected_duration_days,elapsed_days,progress_pct,contractor_id,contractor_past_delays,monsoon_overlap_days,material_inflation_index,labor_shortage_index,terrain_difficulty,sanction_year,actual_final_cost,actual_delay_days
MPLADS-2462,West Bengal,LOK_SABHA,Bridges,13515212.08,12247352.75,351,193,70.81,CTR-036,1,73,1.1798,0.9372,PLAIN,2023,16815555.26,63.88
MPLADS-2463,Goa,LOK_SABHA,Drinking Water,39169430.38,40580741.82,305,48,22.51,CTR-079,9,70,1.3372,0.3313,COASTAL,2023,66090833.12,94.62
MPLADS-2464,Maharashtra,RAJYA_SABHA,Education,36722268.37,33373714.11,424,67,31.7,CTR-015,11,77,1.0839,0.4875,COASTAL,2024,43384807.88,84.85
MPLADS-2465,West Bengal,LOK_SABHA,Community Halls,14857412.0,13105457.41,446,559,99.98,CTR-106,12,73,0.9904,0.0562,COASTAL,2024,14913422.98,94.66
MPLADS-2466,Uttarakhand,LOK_SABHA,Roads,29536913.28,26236269.61,95,11,0.04,CTR-024,14,44,1.2342,0.6648,PLAIN,2024,38559682.16,115.05
MPLADS-2467,Madhya Pradesh,LOK_SABHA,Electrification,46757831.93,43849267.09,170,167,100.0,CTR-034,8,54,1.1745,0.3609,PLAIN,2024,60333695.98,51.23
MPLADS-2468,Arunachal Pradesh,LOK_SABHA,Electrification,47949810.63,41425239.73,490,671,79.6,CTR-168,2,49,1.1015,0.9407,PLAIN,2025,53182869.59,107.57
MPLADS-2469,Punjab,LOK_SABHA,Sanitation,37256183.84,32089099.82,486,583,95.29,CTR-086,11,44,1.2912,0.786,PLAIN,2025,51728201.03,110.3
MPLADS-2470,Arunachal Pradesh,RAJYA_SABHA,Drinking Water,34852302.23,29391722.58,164,229,90.26,CTR-200,15,37,1.1632,0.579,HILLY,2024,46019504.45,93.7
MPLADS-2471,Gujarat,LOK_SABHA,Drinking Water,24964334.75,20794443.05,156,217,100.0,CTR-054,7,21,0.9892,0.3581,DESERT,2023,24827006.04,55.68
MPLADS-2472,Chhattisgarh,LOK_SABHA,Electrification,16419577.49,13636481.59,185,172,87.65,CTR-040,10,47,1.0879,0.1687,PLAIN,2025,16440423.67,76.41
MPLADS-2473,Dadra and Nagar Haveli and Daman and Diu,RAJYA_SABHA,Education,31200447.88,29522870.85,426,498,75.88,CTR-067,14,50,1.0732,0.2195,PLAIN,2025,35760880.74,103.23
MPLADS-2474,Nagaland,RAJYA_SABHA,Education,14840758.39,15037692.97,464,388,58.89,CTR-145,15,51,1.221,1.0,HILLY,2023,24801442.93,149.81
MPLADS-2475,Lakshadweep,LOK_SABHA,Education,10864839.55,10366685.85,523,665,100.0,CTR-183,7,49,1.3265,0.8611,COASTAL,2025,17493738.32,85.8
MPLADS-2476,Chandigarh,LOK_SABHA,Bridges,6613967.33,5415225.08,288,409,100.0,CTR-031,7,48,1.0114,0.1664,PLAIN,2024,5959423.09,78.51
MPLADS-2477,Andhra Pradesh,RAJYA_SABHA,Community Halls,5044818.11,4642791.39,173,100,62.19,CTR-006,13,61,1.2977,0.9941,PLAIN,2023,7365330.22,100.71
MPLADS-2478,Uttarakhand,LOK_SABHA,Other Public Assets,31958324.72,31578491.89,311,46,20.09,CTR-148,3,48,1.0189,0.3113,HILLY,2024,39294673.44,56.91
MPLADS-2479,Madhya Pradesh,RAJYA_SABHA,Electrification,18867756.69,18387911.44,506,306,50.33,CTR-009,3,49,1.1868,0.6803,PLAIN,2025,25136091.69,51.18
MPLADS-2480,Meghalaya,RAJYA_SABHA,Sports Infrastructure,7529644.73,6300278.9,289,266,100.0,CTR-006,13,71,1.0838,0.2573,PLAIN,2024,7724517.65,110.0
MPLADS-2481,Tamil Nadu,RAJYA_SABHA,Bridges,40942812.11,41705235.39,377,516,100.0,CTR-151,13,48,1.1981,0.9982,PLAIN,2023,60196321.87,76.83
MPLADS-2482,Jharkhand,RAJYA_SABHA,Education,34402200.41,35040000.76,526,179,50.37,CTR-010,1,68,1.1202,0.3063,PLAIN,2024,44254062.0,13.29
MPLADS-2483,Odisha,LOK_SABHA,Electrification,3252107.19,3044661.35,385,6,14.91,CTR-080,10,73,1.2883,1.0,HILLY,2024,5243412.67,137.0
MPLADS-2484,Gujarat,LOK_SABHA,Healthcare,10211259.19,8531114.57,397,411,100.0,CTR-128,12,48,1.0793,0.2737,PLAIN,2024,9949324.22,66.16
MPLADS-2485,Assam,LOK_SABHA,Electrification,30631315.38,25126041.89,441,372,87.79,CTR-182,2,89,1.1868,0.9495,COASTAL,2023,37214961.3,89.45
MPLADS-2486,Arunachal Pradesh,LOK_SABHA,Sanitation,43092782.71,44049636.62,413,499,100.0,CTR-181,15,47,1.3245,0.9059,HILLY,2024,83802143.67,155.9
MPLADS-2487,Karnataka,RAJYA_SABHA,Bridges,26493349.81,27369556.1,516,721,74.4,CTR-033,1,70,0.9503,0.7914,PLAIN,2025,27313897.65,36.2
MPLADS-2488,Chhattisgarh,RAJYA_SABHA,Drinking Water,41873417.78,38354070.21,370,33,5.55,CTR-130,10,61,1.2582,0.4715,PLAIN,2023,58197007.02,75.98
MPLADS-2489,Manipur,LOK_SABHA,Drinking Water,24114313.33,19576482.64,383,152,28.11,CTR-156,10,48,1.2371,0.8703,HILLY,2024,32775803.61,110.93
MPLADS-2490,Mizoram,LOK_SABHA,Roads,10790430.69,10815156.02,367,196,65.5,CTR-061,14,50,1.1527,0.9874,PLAIN,2024,15020516.06,90.32
MPLADS-2491,Arunachal Pradesh,LOK_SABHA,Sanitation,24642316.77,24072995.98,133,26,6.72,CTR-039,4,0,1.0412,0.8279,PLAIN,2023,26888139.8,28.93
MPLADS-2492,Lakshadweep,LOK_SABHA,Sanitation,10543747.28,10337577.03,297,118,32.72,CTR-177,11,44,1.3198,0.6358,COASTAL,2025,17204738.14,94.02
MPLADS-2493,Ladakh,LOK_SABHA,Drinking Water,14879131.69,14878348.21,514,126,16.77,CTR-111,4,12,1.291,1.0,HILLY,2025,26207654.18,89.52
MPLADS-2494,Kerala,RAJYA_SABHA,Bridges,5661556.62,5202461.89,403,119,38.38,CTR-117,0,88,1.0835,0.7404,HILLY,2025,7419490.35,108.34
MPLADS-2495,Bihar,LOK_SABHA,Other Public Assets,38719213.48,35993228.03,109,48,25.29,CTR-142,3,0,1.209,0.7539,DESERT,2024,55432059.6,37.85
MPLADS-2496,Himachal Pradesh,RAJYA_SABHA,Healthcare,13649686.99,13645835.46,265,72,40.21,CTR-135,12,47,1.1349,0.9691,DESERT,2024,19975269.12,128.07
MPLADS-2497,Assam,RAJYA_SABHA,Other Public Assets,30318156.93,28704042.86,127,68,39.5,CTR-081,15,49,1.058,0.7909,PLAIN,2025,35195327.29,110.47
MPLADS-2498,Uttarakhand,LOK_SABHA,Roads,28721088.23,26637200.03,474,297,43.25,CTR-078,3,69,1.2945,1.0,HILLY,2024,44844639.45,109.95
MPLADS-2499,Maharashtra,LOK_SABHA,Other Public Assets,14674044.44,11771541.8,263,288,89.3,CTR-133,1,75,1.3398,0.4439,HILLY,2024,20177229.07,76.73
MPLADS-2500,Haryana,RAJYA_SABHA,Education,32014387.85,30161828.49,398,277,82.12,CTR-108,10,38,1.089,0.8179,PLAIN,2025,37857183.74,79.72
MPLADS-2501,Gujarat,LOK_SABHA,Bridges,39301574.42,35596319.44,488,618,93.65,CTR-108,10,47,1.1938,0.3143,PLAIN,2024,50833146.88,79.53
MPLADS-2502,Odisha,LOK_SABHA,Education,34968020.26,33440758.45,332,1,0.0,CTR-093,13,81,1.0967,0.8254,PLAIN,2025,43416260.8,118.55
MPLADS-2503,Chhattisgarh,LOK_SABHA,Sanitation,19177777.79,15406989.05,170,159,100.0,CTR-080,10,49,1.1385,0.5333,PLAIN,2024,20173902.96,64.67
MPLADS-2504,Tamil Nadu,LOK_SABHA,Sanitation,28167891.23,28832402.95,461,473,96.7,CTR-134,8,50,0.9525,0.4456,PLAIN,2024,26988263.59,84.8
MPLADS-2505,Bihar,RAJYA_SABHA,Electrification,11447415.27,11897436.41,235,177,78.19,CTR-074,2,70,1.2521,0.894,HILLY,2025,19886040.56,95.43
MPLADS-2506,Chandigarh,RAJYA_SABHA,Sports Infrastructure,20915748.31,17090556.16,163,145,70.5,CTR-184,11,14,1.0167,0.5706,DESERT,2025,21043684.32,76.15
MPLADS-2507,Himachal Pradesh,LOK_SABHA,Other Public Assets,9362421.59,8077034.99,213,307,100.0,CTR-078,3,63,1.2143,0.3491,HILLY,2025,12440197.86,87.12
MPLADS-2508,Jammu and Kashmir,RAJYA_SABHA,Sanitation,45128193.0,43023935.58,400,295,99.36,CTR-120,1,38,1.0181,0.6185,HILLY,2024,53977224.03,68.35
MPLADS-2509,Rajasthan,LOK_SABHA,Roads,18067376.06,17558972.36,505,750,83.6,CTR-125,13,34,1.017,0.2576,DESERT,2025,22004602.29,81.89
MPLADS-2510,Tamil Nadu,RAJYA_SABHA,Electrification,29101756.61,23719575.01,496,82,17.6,CTR-140,6,51,1.3132,0.306,HILLY,2025,40030656.25,68.25
MPLADS-2511,Tamil Nadu,LOK_SABHA,Drinking Water,39650414.35,38626431.13,365,432,100.0,CTR-127,1,47,0.9759,0.9434,PLAIN,2024,42052063.54,55.06
MPLADS-2512,Andaman and Nicobar Islands,RAJYA_SABHA,Education,42779074.82,34500321.95,258,214,82.28,CTR-089,12,47,1.1135,0.8167,PLAIN,2024,44188528.63,118.12
MPLADS-2513,Assam,LOK_SABHA,Drinking Water,49421771.85,45650442.33,209,224,96.32,CTR-150,0,26,1.0114,0.6359,HILLY,2024,58010658.09,44.32
MPLADS-2514,Uttar Pradesh,LOK_SABHA,Roads,12326422.25,12227461.79,250,24,6.7,CTR-048,14,13,0.997,0.9829,PLAIN,2024,13908380.14,53.41
MPLADS-2515,Bihar,RAJYA_SABHA,Sanitation,32959119.66,33920790.2,396,204,48.09,CTR-018,2,66,0.9927,0.8965,HILLY,2025,43234762.47,121.53
MPLADS-2516,Odisha,RAJYA_SABHA,Community Halls,30189274.24,27755783.82,374,163,40.07,CTR-116,9,70,1.215,0.3285,PLAIN,2025,39186101.22,73.51
MPLADS-2517,Odisha,LOK_SABHA,Healthcare,45462692.9,40608851.38,256,104,61.0,CTR-050,12,18,1.2497,0.6385,PLAIN,2024,59222145.5,66.81
MPLADS-2518,Ladakh,RAJYA_SABHA,Sanitation,13030761.58,13075160.85,95,75,100.0,CTR-140,6,10,1.0633,1.0,HILLY,2024,17250513.24,96.56
MPLADS-2519,Sikkim,LOK_SABHA,Drinking Water,2308599.71,2336586.55,205,276,100.0,CTR-175,11,13,1.2892,1.0,HILLY,2024,4215016.53,122.98
MPLADS-2520,Arunachal Pradesh,LOK_SABHA,Healthcare,22400409.45,19558562.16,296,420,100.0,CTR-198,1,41,1.2481,0.9352,HILLY,2023,31894143.84,75.02
MPLADS-2521,Andhra Pradesh,LOK_SABHA,Other Public Assets,1541921.62,1550296.96,287,44,8.44,CTR-036,1,51,1.0264,0.1089,PLAIN,2024,1677677.18,31.22
MPLADS-2522,Telangana,RAJYA_SABHA,Other Public Assets,18342073.65,16504033.92,289,370,100.0,CTR-171,1,49,1.1006,0.6122,PLAIN,2024,20563379.37,35.41
MPLADS-2523,Rajasthan,RAJYA_SABHA,Sanitation,32153860.77,30126395.63,338,428,100.0,CTR-135,12,34,1.3056,0.6503,PLAIN,2025,47104846.71,85.51
MPLADS-2524,Gujarat,LOK_SABHA,Sanitation,45718596.6,41992577.89,218,218,100.0,CTR-064,15,27,1.0073,1.0,DESERT,2025,54565541.83,103.32
MPLADS-2525,Puducherry,LOK_SABHA,Other Public Assets,14051721.43,13086427.04,219,261,100.0,CTR-149,13,37,1.3155,0.3019,HILLY,2025,22735109.33,96.18
MPLADS-2526,Lakshadweep,LOK_SABHA,Community Halls,43803726.19,40772475.26,290,175,61.53,CTR-064,15,27,1.1687,0.8668,COASTAL,2024,60924901.81,105.54
MPLADS-2527,Meghalaya,LOK_SABHA,Roads,49000156.33,39550153.04,479,109,0.0,CTR-136,4,95,1.2017,1.0,DESERT,2025,60694100.99,133.96
MPLADS-2528,Karnataka,LOK_SABHA,Sports Infrastructure,2765322.13,2306461.91,431,561,100.0,CTR-067,14,74,1.3138,0.8534,HILLY,2023,4098254.26,135.74
MPLADS-2529,Odisha,LOK_SABHA,Bridges,9340903.31,9764151.8,247,275,100.0,CTR-161,15,56,1.1022,0.6251,DESERT,2024,13798801.11,110.5
MPLADS-2530,Goa,LOK_SABHA,Healthcare,27310571.85,24963680.42,532,105,15.78,CTR-122,10,80,0.9725,0.7386,PLAIN,2025,27598837.45,105.59
MPLADS-2531,Arunachal Pradesh,LOK_SABHA,Healthcare,15152176.05,15769942.44,194,79,50.85,CTR-090,13,38,1.166,0.6819,HILLY,2023,24444783.81,95.79
MPLADS-2532,Kerala,LOK_SABHA,Electrification,1086419.79,1072197.44,506,301,70.23,CTR-082,6,95,1.1092,0.5514,PLAIN,2023,1348065.24,60.64
MPLADS-2533,Uttar Pradesh,RAJYA_SABHA,Electrification,27124190.52,27910540.93,449,279,29.8,CTR-092,12,57,0.9686,1.0,HILLY,2025,35436355.19,152.23
MPLADS-2534,Lakshadweep,LOK_SABHA,Education,45839452.3,45872836.85,447,660,100.0,CTR-176,7,50,1.2007,0.6653,COASTAL,2024,69041433.69,74.74
MPLADS-2535,Haryana,LOK_SABHA,Sanitation,33471049.32,31750300.87,141,120,67.33,CTR-044,5,10,0.9629,0.1159,PLAIN,2023,31418958.55,30.51
MPLADS-2536,Chhattisgarh,LOK_SABHA,Bridges,31798498.03,30068009.47,108,46,49.24,CTR-019,13,0,1.2106,0.908,PLAIN,2024,44498985.19,58.68
MPLADS-2537,Lakshadweep,LOK_SABHA,Electrification,1631737.19,1485527.98,172,173,100.0,CTR-026,10,25,1.0554,0.0796,COASTAL,2023,1799135.22,46.91
MPLADS-2538,Assam,LOK_SABHA,Education,9967401.71,9699102.86,512,5,0.0,CTR-193,9,87,1.0649,0.3678,HILLY,2025,13190531.25,111.86
MPLADS-2539,Assam,LOK_SABHA,Education,18583124.06,17817398.78,435,305,61.55,CTR-156,10,92,0.9648,0.2136,PLAIN,2023,18156488.3,107.97
MPLADS-2540,Chhattisgarh,LOK_SABHA,Drinking Water,29474375.99,24782567.25,266,42,46.26,CTR-131,9,54,1.2906,0.0664,COASTAL,2023,39898060.31,76.3
MPLADS-2541,Himachal Pradesh,LOK_SABHA,Sports Infrastructure,16728987.96,15932222.0,453,442,100.0,CTR-171,1,61,1.3035,0.7257,HILLY,2023,28070137.03,51.97
MPLADS-2542,Madhya Pradesh,LOK_SABHA,Drinking Water,34654170.75,32804780.73,152,200,96.58,CTR-173,12,41,1.1554,0.4481,PLAIN,2024,44601309.38,98.05
MPLADS-2543,West Bengal,LOK_SABHA,Drinking Water,22793356.91,20320124.4,370,22,16.57,CTR-134,8,74,1.2676,0.5455,PLAIN,2024,30715638.8,52.94
MPLADS-2544,Uttar Pradesh,LOK_SABHA,Community Halls,8518460.89,8842072.76,221,189,90.06,CTR-012,15,62,0.9641,0.531,DESERT,2025,10648555.26,104.84
MPLADS-2545,Arunachal Pradesh,RAJYA_SABHA,Electrification,5431566.46,5180979.66,506,172,41.3,CTR-071,12,52,1.2134,0.3254,DESERT,2023,8135307.34,104.92
MPLADS-2546,Uttarakhand,RAJYA_SABHA,Roads,7196658.34,5800236.44,241,93,38.25,CTR-158,8,47,1.348,0.8205,HILLY,2024,10553874.99,74.1
MPLADS-2547,Chandigarh,RAJYA_SABHA,Education,14818418.0,15504596.92,179,66,51.68,CTR-189,3,27,1.0037,0.3044,HILLY,2024,19056270.63,59.1
MPLADS-2548,Goa,LOK_SABHA,Education,26026383.76,20993992.1,414,378,74.9,CTR-045,1,78,1.1155,0.4093,COASTAL,2024,27600439.34,61.48
MPLADS-2549,Puducherry,LOK_SABHA,Roads,17652257.5,18408263.92,166,41,25.7,CTR-179,14,0,1.0202,0.7586,PLAIN,2024,20162667.66,87.05
MPLADS-2550,Karnataka,LOK_SABHA,Healthcare,32480198.99,29828345.55,529,364,67.7,CTR-071,12,78,1.0922,0.7989,HILLY,2024,43138739.97,160.76
MPLADS-2551,Himachal Pradesh,RAJYA_SABHA,Electrification,12996198.71,12823660.61,213,204,91.02,CTR-033,1,27,1.2857,0.3851,HILLY,2025,22467500.81,61.95
MPLADS-2552,Sikkim,RAJYA_SABHA,Roads,20601917.28,17228565.26,143,22,38.9,CTR-090,13,0,1.1585,0.3704,HILLY,2025,27455395.99,91.72
MPLADS-2553,Chandigarh,LOK_SABHA,Healthcare,16683571.68,14697907.25,109,135,93.24,CTR-075,10,50,0.9864,0.213,PLAIN,2024,16018184.85,80.46
MPLADS-2554,Haryana,LOK_SABHA,Sanitation,13162160.53,12747790.54,176,206,100.0,CTR-111,4,41,1.2021,0.8589,HILLY,2024,20510073.5,107.94
MPLADS-2555,Chhattisgarh,LOK_SABHA,Healthcare,24853596.26,20519483.73,176,135,68.31,CTR-144,6,57,1.186,0.9654,PLAIN,2023,28771616.18,88.76
MPLADS-2556,Tripura,LOK_SABHA,Drinking Water,45363365.59,42928725.81,190,85,41.78,CTR-184,11,47,1.1276,1.0,DESERT,2024,62208357.33,134.02
MPLADS-2557,Uttarakhand,RAJYA_SABHA,Bridges,3644622.18,3792185.2,418,589,98.22,CTR-026,10,70,1.033,1.0,HILLY,2025,5345335.4,129.32
MPLADS-2558,Nagaland,RAJYA_SABHA,Healthcare,8497127.45,7181216.49,326,373,100.0,CTR-085,10,38,1.2576,0.2854,HILLY,2023,11635106.49,99.86
MPLADS-2559,West Bengal,LOK_SABHA,Drinking Water,7109033.2,6572067.76,260,185,51.91,CTR-033,1,34,1.1483,0.4959,COASTAL,2023,8573783.65,64.74
MPLADS-2560,Karnataka,LOK_SABHA,Other Public Assets,48727857.25,50279873.16,511,337,50.43,CTR-022,5,75,1.1015,0.7967,COASTAL,2024,70097963.65,123.68
MPLADS-2561,Madhya Pradesh,LOK_SABHA,Healthcare,11853359.01,10476004.79,143,136,100.0,CTR-068,5,59,1.1652,0.4488,PLAIN,2025,13834852.47,63.66
MPLADS-2562,Puducherry,LOK_SABHA,Community Halls,33498441.88,32326377.88,146,160,100.0,CTR-054,7,0,0.9659,1.0,DESERT,2024,37257203.4,71.65
MPLADS-2563,Uttarakhand,LOK_SABHA,Sanitation,5371267.92,5164706.44,193,198,79.89,CTR-034,8,65,1.0233,0.4393,PLAIN,2025,5795763.99,72.52
MPLADS-2564,Ladakh,LOK_SABHA,Electrification,18905051.23,17778645.01,352,522,100.0,CTR-011,8,14,1.1867,0.7901,DESERT,2025,26938408.74,72.43
MPLADS-2565,Ladakh,LOK_SABHA,Drinking Water,3724921.11,3820473.47,353,277,79.39,CTR-036,1,12,1.0676,0.4122,HILLY,2025,4892996.43,40.82
MPLADS-2566,Jharkhand,RAJYA_SABHA,Bridges,7906569.92,7010847.48,451,563,100.0,CTR-067,14,66,0.9667,0.3485,HILLY,2025,8773927.93,123.61
MPLADS-2567,Maharashtra,RAJYA_SABHA,Education,28067182.25,22743885.16,242,0,0.0,CTR-046,15,89,1.256,0.5537,DESERT,2024,37436957.98,95.54
MPLADS-2568,Karnataka,LOK_SABHA,Healthcare,6169280.59,5771816.3,144,187,100.0,CTR-042,12,0,1.239,0.943,PLAIN,2024,8580379.05,60.97
MPLADS-2569,Bihar,RAJYA_SABHA,Electrification,21315304.95,18947135.16,534,538,100.0,CTR-179,14,63,1.3069,0.7767,HILLY,2023,34121858.09,120.58
MPLADS-2570,Tamil Nadu,RAJYA_SABHA,Sanitation,18588124.9,16041063.22,485,527,75.03,CTR-080,10,48,1.0869,0.9567,COASTAL,2024,21694091.67,101.46
MPLADS-2571,Tripura,LOK_SABHA,Sports Infrastructure,31275579.35,31863265.89,246,227,100.0,CTR-094,6,23,1.2383,0.5718,DESERT,2024,49291782.65,53.21
MPLADS-2572,Uttar Pradesh,LOK_SABHA,Community Halls,12889037.45,13244801.38,504,648,78.98,CTR-076,7,60,1.1051,0.6148,PLAIN,2024,16839050.92,103.03
MPLADS-2573,Jammu and Kashmir,LOK_SABHA,Bridges,15717128.08,15556369.44,342,455,100.0,CTR-096,4,38,1.114,1.0,HILLY,2024,22314649.17,83.64
MPLADS-2574,Delhi,LOK_SABHA,Other Public Assets,17981092.63,14457554.45,398,19,0.0,CTR-197,5,40,0.9659,1.0,HILLY,2025,18524410.93,108.62
MPLADS-2575,Mizoram,LOK_SABHA,Bridges,27639505.77,22753679.95,128,83,67.29,CTR-163,6,35,1.059,0.0675,PLAIN,2024,26002926.3,41.22
MPLADS-2576,Madhya Pradesh,LOK_SABHA,Healthcare,21893923.43,17597507.93,381,312,96.28,CTR-176,7,50,1.1436,0.2511,PLAIN,2025,22399538.45,86.68
MPLADS-2577,Sikkim,LOK_SABHA,Bridges,14710671.98,12992452.62,309,85,26.85,CTR-017,8,37,1.227,0.7143,HILLY,2025,21679481.36,110.33
MPLADS-2578,Lakshadweep,RAJYA_SABHA,Other Public Assets,45069670.58,40016399.1,130,157,100.0,CTR-148,3,24,1.1942,0.9627,COASTAL,2025,57856296.31,71.21
MPLADS-2579,Chandigarh,LOK_SABHA,Education,32804894.77,33240687.36,499,118,36.98,CTR-105,12,48,1.1179,0.1086,PLAIN,2023,42384926.27,78.38
MPLADS-2580,Bihar,RAJYA_SABHA,Drinking Water,20716526.36,18037718.4,428,578,85.47,CTR-150,0,71,0.9574,0.7301,COASTAL,2023,20389828.79,100.81
MPLADS-2581,Puducherry,RAJYA_SABHA,Electrification,27844887.45,25994856.24,272,36,33.62,CTR-040,10,51,0.9959,0.0099,PLAIN,2024,27370457.56,75.7
MPLADS-2582,Jharkhand,LOK_SABHA,Sanitation,22312983.93,18901637.71,238,250,100.0,CTR-116,9,29,1.2939,0.4087,HILLY,2024,31844784.19,84.42
MPLADS-2583,Ladakh,RAJYA_SABHA,Community Halls,14303263.78,14185079.9,274,350,100.0,CTR-105,12,6,1.2415,0.6436,DESERT,2025,23355528.2,86.89
MPLADS-2584,Ladakh,LOK_SABHA,Other Public Assets,31858925.99,32353652.44,246,251,100.0,CTR-170,0,3,1.1288,0.8915,HILLY,2025,46999227.16,92.88
MPLADS-2585,Arunachal Pradesh,LOK_SABHA,Sanitation,4674981.87,4028586.53,317,165,40.33,CTR-126,9,47,1.2774,0.4673,HILLY,2024,6802161.63,101.0
MPLADS-2586,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Drinking Water,37990337.09,35783606.04,439,89,25.63,CTR-171,1,54,1.0334,0.6423,COASTAL,2024,43788628.18,50.67
MPLADS-2587,Bihar,LOK_SABHA,Electrification,6848336.75,5635288.95,200,246,100.0,CTR-096,4,75,1.218,0.2725,PLAIN,2024,7615434.29,53.3
MPLADS-2588,Tripura,LOK_SABHA,Education,49290142.75,42878067.74,406,451,83.25,CTR-127,1,50,1.0712,0.0432,PLAIN,2023,46989961.99,40.12
MPLADS-2589,Haryana,RAJYA_SABHA,Sports Infrastructure,22887262.67,22088446.85,113,136,100.0,CTR-082,6,28,1.2271,0.6324,PLAIN,2023,31906924.7,51.42
MPLADS-2590,Ladakh,RAJYA_SABHA,Electrification,9420200.75,7639253.19,520,314,66.29,CTR-135,12,14,0.9573,0.8045,HILLY,2024,9544765.41,84.07
MPLADS-2591,Puducherry,RAJYA_SABHA,Sanitation,45893171.62,46715892.68,338,180,55.45,CTR-146,13,50,1.1815,0.7482,PLAIN,2023,67237904.46,82.76
MPLADS-2592,Uttar Pradesh,LOK_SABHA,Sanitation,5833331.75,5287844.62,478,472,93.88,CTR-167,5,64,1.0955,0.8133,PLAIN,2025,6596453.0,103.36
MPLADS-2593,Goa,RAJYA_SABHA,Roads,42232498.72,38829118.38,125,124,66.75,CTR-049,10,69,1.2381,0.4672,PLAIN,2024,58833774.5,115.49
MPLADS-2594,Telangana,LOK_SABHA,Education,34293959.05,29617767.41,322,128,17.72,CTR-082,6,40,1.1011,0.3957,PLAIN,2025,35612057.45,51.66
MPLADS-2595,Delhi,LOK_SABHA,Other Public Assets,19192510.3,16130348.28,269,99,31.15,CTR-134,8,44,1.0015,0.7309,COASTAL,2025,18984014.42,74.83
MPLADS-2596,Chhattisgarh,RAJYA_SABHA,Community Halls,23701577.99,21631133.2,535,736,75.63,CTR-185,7,55,1.2652,0.5503,PLAIN,2023,32530816.08,66.67
MPLADS-2597,Meghalaya,RAJYA_SABHA,Bridges,15122933.69,15522378.46,497,156,51.71,CTR-031,7,92,1.0246,1.0,HILLY,2023,20772072.38,136.3
MPLADS-2598,Puducherry,RAJYA_SABHA,Community Halls,16431567.76,15214824.02,267,369,100.0,CTR-115,8,49,1.2747,0.9707,HILLY,2024,25750625.77,100.47
MPLADS-2599,Maharashtra,RAJYA_SABHA,Drinking Water,35506889.34,37021878.48,482,528,98.8,CTR-061,14,80,1.2423,0.7458,PLAIN,2025,56548753.11,115.61
MPLADS-2600,Arunachal Pradesh,RAJYA_SABHA,Other Public Assets,44383234.5,37712983.13,230,192,88.85,CTR-097,3,49,0.9916,0.7067,PLAIN,2025,41816211.1,56.68
MPLADS-2601,Tamil Nadu,RAJYA_SABHA,Other Public Assets,39575778.08,39962018.29,369,396,86.65,CTR-131,9,49,1.1115,0.8117,PLAIN,2023,51884675.24,80.77
MPLADS-2602,Rajasthan,RAJYA_SABHA,Drinking Water,2929923.12,2665395.17,350,220,72.05,CTR-136,4,34,1.0693,0.3668,DESERT,2025,3377357.87,36.89
MPLADS-2603,Mizoram,RAJYA_SABHA,Drinking Water,30667610.48,25846886.86,529,19,9.16,CTR-197,5,52,1.21,0.7682,HILLY,2023,41679338.68,97.14
MPLADS-2604,Lakshadweep,LOK_SABHA,Other Public Assets,1274963.27,1093942.88,376,367,100.0,CTR-027,6,50,1.1756,0.079,COASTAL,2025,1503481.23,52.66
MPLADS-2605,Andhra Pradesh,LOK_SABHA,Bridges,32962072.45,28823392.18,348,169,24.75,CTR-117,0,67,1.0533,0.2266,PLAIN,2024,31844588.1,72.31
MPLADS-2606,Delhi,RAJYA_SABHA,Sports Infrastructure,10767937.61,9431416.05,481,668,100.0,CTR-079,9,38,0.9835,0.9209,PLAIN,2025,10350595.79,88.74
MPLADS-2607,Meghalaya,LOK_SABHA,Bridges,49210187.31,40557752.29,279,152,40.55,CTR-196,1,46,1.0846,0.3706,HILLY,2023,52881768.43,92.72
MPLADS-2608,Tripura,LOK_SABHA,Roads,27562541.58,22349360.45,468,171,24.7,CTR-082,6,44,1.2802,0.3637,PLAIN,2023,32845125.41,74.32
MPLADS-2609,Sikkim,LOK_SABHA,Healthcare,7119792.2,7312103.95,129,1,16.03,CTR-129,9,14,1.1395,0.7886,HILLY,2024,11009622.77,86.84
MPLADS-2610,Himachal Pradesh,LOK_SABHA,Drinking Water,18888645.08,18301853.74,105,106,75.5,CTR-042,12,32,1.1419,0.8475,HILLY,2025,28620849.61,98.08
MPLADS-2611,Mizoram,LOK_SABHA,Healthcare,20370613.53,18404174.79,438,539,96.66,CTR-198,1,49,1.164,0.5223,HILLY,2023,27308144.96,93.71
MPLADS-2612,Himachal Pradesh,RAJYA_SABHA,Drinking Water,3666312.53,3531729.58,296,197,61.55,CTR-002,12,53,1.2799,1.0,HILLY,2023,6551537.95,128.03
MPLADS-2613,Andhra Pradesh,RAJYA_SABHA,Sports Infrastructure,5885447.56,5677494.06,450,405,82.01,CTR-092,12,65,0.9933,0.1735,PLAIN,2024,6031630.24,74.99
MPLADS-2614,Andhra Pradesh,LOK_SABHA,Other Public Assets,42212340.99,37603685.75,374,39,8.41,CTR-099,10,63,1.1842,0.0433,PLAIN,2025,50285366.47,65.66
